ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
1577940237,An Angel's Touch: The Presence and Purpose of Supernatural Messengers in Your Life,Cheryl Salem,1997,http://images.amazon.com/images/P/1577940237.01.LZZZZZZZ.jpg,338,5.0
033024468X,The Trial,Franz Kafka,1987,http://images.amazon.com/images/P/033024468X.01.LZZZZZZZ.jpg,254,3.97
1573220671,Love's Labors: A Story of Marriage and Divorce,Daniel Roche,1998,http://images.amazon.com/images/P/1573220671.01.LZZZZZZZ.jpg,274,2.75
9676530328,Dictionary of Traditional South-East Asian Theatre (Oxford in Asia Paperbacks),Ghulam-Sarwar Yousof,1994,http://images.amazon.com/images/P/9676530328.01.LZZZZZZZ.jpg,327,4.0
1580626009,Miracles of a Mother's Love: Inspirational Stories of Maternal Devotion,Brad Steiger,2002,http://images.amazon.com/images/P/1580626009.01.LZZZZZZZ.jpg,243,3.11
055348222X,The Unicorns at War (Unicorn Club Super Edition),Francine Pascal,1995,http://images.amazon.com/images/P/055348222X.01.LZZZZZZZ.jpg,169,3.37
1894663500,Psychic Self Defense,Samantha Stevens,2004,http://images.amazon.com/images/P/1894663500.01.LZZZZZZZ.jpg,128,0.0
1560253177,She's a Bad Motorcycle: Writers on Riding,Geno Zanetti,2002,http://images.amazon.com/images/P/1560253177.01.LZZZZZZZ.jpg,256,3.5
092099914X,Smiling under water: Short stories,Margaret Hollingsworth,1989,http://images.amazon.com/images/P/092099914X.01.LZZZZZZZ.jpg,135,0.0
1864500409,Lonely Planet Out to Eat Melbourne (Out to Eat Series),Carolyn Papworth,1999,http://images.amazon.com/images/P/1864500409.01.LZZZZZZZ.jpg,248,4.0
1556156707,The Ultimate Microsoft Windows 95 Book,Joanne Woodcock,1995,http://images.amazon.com/images/P/1556156707.01.LZZZZZZZ.jpg,320,0.0
155615674X,Running Microsoft Windows 95: In-Depth Reference and Inside Tips from the Software Experts,Craig Stinson,1995,http://images.amazon.com/images/P/155615674X.01.LZZZZZZZ.jpg,832,3.0
1572315733,Microsoft Frontpage 97: At a Glance (At a Glance (Microsoft)),Stephen L. Nelson,1997,http://images.amazon.com/images/P/1572315733.01.LZZZZZZZ.jpg,260,0.0
1557487324,Jim Elliot (Heroes of the Faith),Susan Miller,1995,http://images.amazon.com/images/P/1557487324.01.LZZZZZZZ.jpg,208,4.21
059044848X,Over in the Meadow,A. Olive Wadsworth,1991,http://images.amazon.com/images/P/059044848X.01.LZZZZZZZ.jpg,32,4.18
3895082333,Sense &amp; Sensibility (Konemann Classics),Jane Austen,1998,http://images.amazon.com/images/P/3895082333.01.LZZZZZZZ.jpg,343,4.07
084235929X,A Rose Remembered (Secret of the Rose #2),Michael Phillips,1994,http://images.amazon.com/images/P/084235929X.01.LZZZZZZZ.jpg,557,4.34
037348223X,Diana Palmer Duets Book #2 ( To Love And Cherish - Storm Over The Lake),Diana Palmer,1990,http://images.amazon.com/images/P/037348223X.01.LZZZZZZZ.jpg,251,4.21
075150646X,The Flood-Tide (The Morland Dynasty Series),Cynthia Harrod-Eagles,2001,http://images.amazon.com/images/P/075150646X.01.LZZZZZZZ.jpg,428,4.26
1573229342,Blessing: The Art and the Practice,David Spangler,2002,http://images.amazon.com/images/P/1573229342.01.LZZZZZZZ.jpg,352,4.02
037383313X,Love Game,Mallory Rush,1995,http://images.amazon.com/images/P/037383313X.01.LZZZZZZZ.jpg,250,3.46
1552851826,Dot to Dot in the Sky: Stories in the Stars,Joan Hinz,2002,http://images.amazon.com/images/P/1552851826.01.LZZZZZZZ.jpg,64,4.29
1558685464,Grant's Getaways: Outdoor Adventures with Oregon's Grant McOmie,Grant McOmie,2001,http://images.amazon.com/images/P/1558685464.01.LZZZZZZZ.jpg,120,4.1
1558686975,Grant's Getaways II: More Outdoor Adventures With Oregon's Grant McOmie,Grant McOmie,2003,http://images.amazon.com/images/P/1558686975.01.LZZZZZZZ.jpg,128,4.14
1550225197,Spiritual Mentoring: A Pagan Guide,Judy Harrow,2002,http://images.amazon.com/images/P/1550225197.01.LZZZZZZZ.jpg,265,4.33
1860340180,Simple Guide to Hinduism (Simple Guides: World Religions),Venika Kingsland,1997,http://images.amazon.com/images/P/1860340180.01.LZZZZZZZ.jpg,117,3.73
1873176422,Immediatism,Hakim Bey,1994,http://images.amazon.com/images/P/1873176422.01.LZZZZZZZ.jpg,60,4.0
1590030109,A String and a Prayer: How to Make and Use Prayer Beads,Eleanor Wiley,2002,http://images.amazon.com/images/P/1590030109.01.LZZZZZZZ.jpg,160,3.68
1562613111,Rick Steves' French Phrase Book &amp; Dictionary,Rick Steves,1996,http://images.amazon.com/images/P/1562613111.01.LZZZZZZZ.jpg,192,4.19
1567185339,The Forest of Souls: A Walk Through the Tarot,Rachel Pollack,2002,http://images.amazon.com/images/P/1567185339.01.LZZZZZZZ.jpg,278,4.01
1883991439,Yin Yoga,Paul Grilley,2002,http://images.amazon.com/images/P/1883991439.01.LZZZZZZZ.jpg,118,4.17
1567181929,Dreaming the Divine: Techniques for Sacred Sleep,Scott Cunningham,1999,http://images.amazon.com/images/P/1567181929.01.LZZZZZZZ.jpg,360,4.01
1567182852,The Complete Book of Tarot Reversals (Special Topics in Tarot),Mary K. Greer,2002,http://images.amazon.com/images/P/1567182852.01.LZZZZZZZ.jpg,274,4.25
1558684689,Tin Fish Gourmet: Great Seafood from Cupboard to Table,Barbara-Jo McIntosh,1999,http://images.amazon.com/images/P/1558684689.01.LZZZZZZZ.jpg,144,3.71
1585420816,The  Spiritual Dimension of the Enneagram: Nine Faces of the Soul,Sandra Maitri,2001,http://images.amazon.com/images/P/1585420816.01.LZZZZZZZ.jpg,336,4.14
1400033217,Sisters of the Earth : Women's Prose and Poetry About Nature,LORRAINE ANDERSON,2003,http://images.amazon.com/images/P/1400033217.01.LZZZZZZZ.jpg,496,4.31
1569752753,Teach Yourself to Meditate in Ten Simple Lessons: Discover Relaxation and Clarity of Mind in Just Minutes a Day,Eric Harrison,2001,http://images.amazon.com/images/P/1569752753.01.LZZZZZZZ.jpg,180,4.0
1558687432,The Exploding Whale: And Other Remarkable Stories from the Evening News,Paul Linnman,2003,http://images.amazon.com/images/P/1558687432.01.LZZZZZZZ.jpg,224,3.83
088240542X,Alaska Heroes: A Call to Courage,Nancy Warren Ferrell,2002,http://images.amazon.com/images/P/088240542X.01.LZZZZZZZ.jpg,144,3.33
1570753334,Altogether Gift: A Trinitarian Spirituality,Michael Downey,2000,http://images.amazon.com/images/P/1570753334.01.LZZZZZZZ.jpg,143,3.87
1583220380,The Clitoral Truth: The Secret World at Your Fingertips,Rebecca Chalker,2000,http://images.amazon.com/images/P/1583220380.01.LZZZZZZZ.jpg,256,4.01
071814421X,The unconventional minister: My life inside New Labour,Geoffrey Robinson,2000,http://images.amazon.com/images/P/071814421X.01.LZZZZZZZ.jpg,288,4.0
3423206357,KÃ?Â¶niginnen.,Elke Naters,2003,http://images.amazon.com/images/P/3423206357.01.LZZZZZZZ.jpg,150,2.57
014028530X,The Road to War,R. J. Overy,2000,http://images.amazon.com/images/P/014028530X.01.LZZZZZZZ.jpg,464,3.93
3423130768,Munzinger Pascha.,Alex Capus,2003,http://images.amazon.com/images/P/3423130768.01.LZZZZZZZ.jpg,214,3.56
3462031570,Wenn alte Damen schieÃ?Â?en... Ein Malaussene- Roman.,Daniel Pennac,2002,http://images.amazon.com/images/P/3462031570.01.LZZZZZZZ.jpg,320,4.12
3900478406,Am Ende des Lavastromes: Durch die WÃ¼sten und KulturstÃ¤tten Syriens (Edition Frauenfahrten),Gertrude Lowthian Bell,1991,http://images.amazon.com/images/P/3900478406.01.LZZZZZZZ.jpg,302,3.92
1566563267,Grandmother's Secrets: The Ancient Rituals and Healing Power of Belly Dancing,Rosina-Fawzia B. Al-Rawi,2000,http://images.amazon.com/images/P/1566563267.01.LZZZZZZZ.jpg,158,3.81
1890772062,Praying Dangerously: Radical Reliance on God,Regina Sara Ryan,2001,http://images.amazon.com/images/P/1890772062.01.LZZZZZZZ.jpg,100,4.19
1857975065,Interest of Justice (OME),Rosenberg Nancy Taylor,1994,http://images.amazon.com/images/P/1857975065.01.LZZZZZZZ.jpg,368,3.69
078942536X,Minnie and Moo Go Dancing (Minnie and Moo),Denys Cazet,1998,http://images.amazon.com/images/P/078942536X.01.LZZZZZZZ.jpg,48,3.7
1860642578,Islam Today: A Short Introduction to the Muslim World,Akbar S. Ahmed,1999,http://images.amazon.com/images/P/1860642578.01.LZZZZZZZ.jpg,272,3.51
1879045524,Invisible Lines of Connection: Sacred Stories of the Ordinary,Lawrence Kushner,1996,http://images.amazon.com/images/P/1879045524.01.LZZZZZZZ.jpg,160,4.2
042518160X,Stephen King's Danse Macabre,Stephen King,2001,http://images.amazon.com/images/P/042518160X.01.LZZZZZZZ.jpg,400,3.64
1563920301,Toyota Camry Automotive Repair Manual: All Toyota Camry Models 1983 Through 1991 (Hayne's Automotive Repair Manual),John H. Haynes,1992,http://images.amazon.com/images/P/1563920301.01.LZZZZZZZ.jpg,333,4.0
1889439231,Marazan,Nevil Shute,2001,http://images.amazon.com/images/P/1889439231.01.LZZZZZZZ.jpg,172,3.51
184232294X,So Disdained,Nevil Shute,2000,http://images.amazon.com/images/P/184232294X.01.LZZZZZZZ.jpg,254,3.66
1842322613,Lonely Road,Nevil Shute,2000,http://images.amazon.com/images/P/1842322613.01.LZZZZZZZ.jpg,262,3.79
014026972X,The Measure of Our Days: A Spiritual Exploration of Illness,Jerome Groopman,1998,http://images.amazon.com/images/P/014026972X.01.LZZZZZZZ.jpg,238,4.19
1842323024,What Happened to the Corbetts,Nevil Shute,2000,http://images.amazon.com/images/P/1842323024.01.LZZZZZZZ.jpg,235,3.92
1842322486,The Chequer Board,Nevil Shute,2000,http://images.amazon.com/images/P/1842322486.01.LZZZZZZZ.jpg,328,4.04
1842322869,Requiem for a Wren,Nevil Shute,2000,http://images.amazon.com/images/P/1842322869.01.LZZZZZZZ.jpg,285,3.99
089870426X,The Jeweler's Shop,Karol Wojtyla,1992,http://images.amazon.com/images/P/089870426X.01.LZZZZZZZ.jpg,91,4.35
1842322516,The Far Country,Nevil Shute,2000,http://images.amazon.com/images/P/1842322516.01.LZZZZZZZ.jpg,362,3.98
1842322540,In the Wet,Nevil Shute,2000,http://images.amazon.com/images/P/1842322540.01.LZZZZZZZ.jpg,344,3.86
1842323016,Trustee from the Toolroom,Nevil Shute,2001,http://images.amazon.com/images/P/1842323016.01.LZZZZZZZ.jpg,305,4.23
1842322974,Stephen Morris (including Pilotage),Nevil Shute,2000,http://images.amazon.com/images/P/1842322974.01.LZZZZZZZ.jpg,266,3.87
1889439304,Nevil Shute: A Biography,Julian Smith,2002,http://images.amazon.com/images/P/1889439304.01.LZZZZZZZ.jpg,192,3.67
1889439320,The Seafarers,Nevil Shute,2002,http://images.amazon.com/images/P/1889439320.01.LZZZZZZZ.jpg,116,4.14
186450353X,Lonely Planet London (Lonely Planet London),Steve Fallon,2002,http://images.amazon.com/images/P/186450353X.01.LZZZZZZZ.jpg,400,4.03
068484866X,About Time: 12 Short Stories,Jack Finney,1998,http://images.amazon.com/images/P/068484866X.01.LZZZZZZZ.jpg,224,4.05
1889439118,Vinland the Good,Nevil Shute,2000,http://images.amazon.com/images/P/1889439118.01.LZZZZZZZ.jpg,128,3.75
184232246X,Beyond the Black Stump,Nevil Shute,2000,http://images.amazon.com/images/P/184232246X.01.LZZZZZZZ.jpg,291,3.88
3404615247,Ich fang noch mal zu leben an.,Diana Beate Hellmann,2003,http://images.amazon.com/images/P/3404615247.01.LZZZZZZZ.jpg,638,3.57
068482955X,DAUGHTERS OF THE EARTH,Carolyn Niethammer,1995,http://images.amazon.com/images/P/068482955X.01.LZZZZZZZ.jpg,450,4.01
089512002X,Great International Math On Keys Book,Texas Instruments,1976,http://images.amazon.com/images/P/089512002X.01.LZZZZZZZ.jpg,208,4.1
1561795844,God Uses Cracked Pots,Patsy Clairmont,1999,http://images.amazon.com/images/P/1561795844.01.LZZZZZZZ.jpg,152,4.17
082530217X,Time Exposure: A Photographic Record of the Dinosaur Age,Jane Burton,1984,http://images.amazon.com/images/P/082530217X.01.LZZZZZZZ.jpg,96,0.0
1843570998,From Rags to Richie,Shane Richie,2003,http://images.amazon.com/images/P/1843570998.01.LZZZZZZZ.jpg,288,3.79
068482521X,PASSION PROFIT POWER,Marshall Sylver,1997,http://images.amazon.com/images/P/068482521X.01.LZZZZZZZ.jpg,304,3.59
1560980516,Crane Music: A Natural History of American Cranes,Paul A. Johnsgard,1991,http://images.amazon.com/images/P/1560980516.01.LZZZZZZZ.jpg,136,4.31
1553697847,Could This Be My Child,Syd Gregory,2002,http://images.amazon.com/images/P/1553697847.01.LZZZZZZZ.jpg,321,0.0
083760463X,The Martian Way and Other Stories,Isaac Asimov,1982,http://images.amazon.com/images/P/083760463X.01.LZZZZZZZ.jpg,222,4.01
055214567X,The Corner House,Ruth Hamilton,2003,http://images.amazon.com/images/P/055214567X.01.LZZZZZZZ.jpg,560,4.23
1551052377,Ghost Stories of California (Ghost Stories (Lone Pine)),Barbara Smith,2000,http://images.amazon.com/images/P/1551052377.01.LZZZZZZZ.jpg,224,3.54
1840002328,Eating &amp; Drinking: An A-Z of Great Food and Drink Combinations,Fiona Beckett,2000,http://images.amazon.com/images/P/1840002328.01.LZZZZZZZ.jpg,128,5.0
1590790553,Inner Security and Infinite Wealth: Merging Self Worth and Net Worth,Stuart Zimmerman,2003,http://images.amazon.com/images/P/1590790553.01.LZZZZZZZ.jpg,170,3.0
055214620X,The Round Tower,Catherine Cookson,2000,http://images.amazon.com/images/P/055214620X.01.LZZZZZZZ.jpg,411,4.0
1901866238,Technical Virgins,Elaine Crowley,1998,http://images.amazon.com/images/P/1901866238.01.LZZZZZZZ.jpg,196,3.4
1874675805,Cowslips and Chainies: A Memoir of Dublin in the 1930s,Elaine Crowley,1997,http://images.amazon.com/images/P/1874675805.01.LZZZZZZZ.jpg,172,3.88
055213855X,Ellan Vinnin,Lyn Andrews,2000,http://images.amazon.com/images/P/055213855X.01.LZZZZZZZ.jpg,384,4.12
055213600X,The Sisters O'Donnell,Lyn Andrews,2000,http://images.amazon.com/images/P/055213600X.01.LZZZZZZZ.jpg,480,4.26
034911448X,Never Feel a Stranger,Peter Biddlecombe,2001,http://images.amazon.com/images/P/034911448X.01.LZZZZZZZ.jpg,442,3.23
1853066508,Kent Stories of the Supernatrual,Johnnie Johnson,2000,http://images.amazon.com/images/P/1853066508.01.LZZZZZZZ.jpg,128,4.2
185306386X,Ghosts of Bedfordshire,Betty Puttick,1996,http://images.amazon.com/images/P/185306386X.01.LZZZZZZZ.jpg,96,2.75
1573441716,Highsmith: A Romance of the 1950's,Marijane Meaker,2003,http://images.amazon.com/images/P/1573441716.01.LZZZZZZZ.jpg,216,3.75
1860193668,This Haunted Isle the Ghosts and Legends O,Peter Underwood,0,http://images.amazon.com/images/P/1860193668.01.LZZZZZZZ.jpg,287,3.81
090527086X,Ghosts of Kent: Authentic ghost stories from the Garden of England,Peter Underwood,1984,http://images.amazon.com/images/P/090527086X.01.LZZZZZZZ.jpg,128,3.38
074724605X,Hannah of Hope Street,Dee Williams,2001,http://images.amazon.com/images/P/074724605X.01.LZZZZZZZ.jpg,384,4.13
039473520X,TASSAJARA RECIPE BOOK,EDWARD ESPE BROWN,1985,http://images.amazon.com/images/P/039473520X.01.LZZZZZZZ.jpg,225,4.16
1587216841,The Missionary Position,R. E. Dinlocker,2000,http://images.amazon.com/images/P/1587216841.01.LZZZZZZZ.jpg,348,4.33
1928706215,Realizing Change: Vipassana Meditation in Action,Ian Hetherington,2003,http://images.amazon.com/images/P/1928706215.01.LZZZZZZZ.jpg,264,3.93
055310313X,Yoga and the Quest for the True Self,Stephen Cope,1999,http://images.amazon.com/images/P/055310313X.01.LZZZZZZZ.jpg,384,4.14
1572242140,The Relaxation &amp; Stress Reduction Workbook,Martha Davis,2000,http://images.amazon.com/images/P/1572242140.01.LZZZZZZZ.jpg,294,4.02
1875284966,Priest and Partisan: A South African Journey,Michael Worsnip,1997,http://images.amazon.com/images/P/1875284966.01.LZZZZZZZ.jpg,167,4.25
1558534474,A Very Brady Guide to Life: Groovy Solutions to Life's Most Puzzling Dilemmas,Jennifer Briggs,1996,http://images.amazon.com/images/P/1558534474.01.LZZZZZZZ.jpg,236,3.33
1400300525,Secrets of the Vine for Little Ones,Bruce Wilkinson,2002,http://images.amazon.com/images/P/1400300525.01.LZZZZZZZ.jpg,16,3.47
1562059343,Linux System Administration (The Landmark Series),M. Carling,1999,http://images.amazon.com/images/P/1562059343.01.LZZZZZZZ.jpg,368,2.86
039440856X,Marry Me: A Romance,John Updike,1979,http://images.amazon.com/images/P/039440856X.01.LZZZZZZZ.jpg,320,3.53
1892123592,The 10 Lenses: Your Guide to Living &amp; Working in a Multicultural World,Mark A. Williams,2001,http://images.amazon.com/images/P/1892123592.01.LZZZZZZZ.jpg,160,3.21
014043934X,The Woman in White (Penguin Summer Classics S.),Wilkie Collins,2002,http://images.amazon.com/images/P/014043934X.01.LZZZZZZZ.jpg,632,3.99
068481580X,BLACKER THE BERRY. . .,Wallace Thurman,1996,http://images.amazon.com/images/P/068481580X.01.LZZZZZZZ.jpg,221,3.95
1556610424,Writer to Writer,Bodie Thoene,1990,http://images.amazon.com/images/P/1556610424.01.LZZZZZZZ.jpg,174,4.05
068481501X,Ethics,Dietrich Bonhoeffer,1995,http://images.amazon.com/images/P/068481501X.01.LZZZZZZZ.jpg,384,4.18
477002018X,Gateway to Japan (Kodansha Guide),June Kinoshita,1998,http://images.amazon.com/images/P/477002018X.01.LZZZZZZZ.jpg,808,4.1
093003175X,The New Organic Grower: A Master's Manual of Tools and Techniques for the Home and Market Gardener,Eliot Coleman,1995,http://images.amazon.com/images/P/093003175X.01.LZZZZZZZ.jpg,340,4.39
007050668X,Pearl Harbor: The Verdict of History,Gordon Prange,1985,http://images.amazon.com/images/P/007050668X.01.LZZZZZZZ.jpg,699,4.2
3442004128,Die Maerchen der Brueder Grimm,Jacob Grimm,1990,http://images.amazon.com/images/P/3442004128.01.LZZZZZZZ.jpg,608,4.29
3442249759,Der Sohn von Shannara.,Terry Brooks,2000,http://images.amazon.com/images/P/3442249759.01.LZZZZZZZ.jpg,224,4.16
068984588X,The Cost of Cool,Adam Beechen,2002,http://images.amazon.com/images/P/068984588X.01.LZZZZZZZ.jpg,60,3.33
056355147X,Ground Force Practical Garden Projects,Tommy Walsh,2002,http://images.amazon.com/images/P/056355147X.01.LZZZZZZZ.jpg,128,3.62
1579240658,Mice of the Westing Wind (Pennant),Tim Davis,1998,http://images.amazon.com/images/P/1579240658.01.LZZZZZZZ.jpg,114,4.17
9679786080,Dark demon rising,Halim,1997,http://images.amazon.com/images/P/9679786080.01.LZZZZZZZ.jpg,227,3.41
1557091277,The Narrative of Colonel Ethan Allen,Ethan Allen,1989,http://images.amazon.com/images/P/1557091277.01.LZZZZZZZ.jpg,132,3.79
044991254X,Crash Diet: Stories,Jill McCorkle,1997,http://images.amazon.com/images/P/044991254X.01.LZZZZZZZ.jpg,228,3.76
1576733939,A Match Made In Heaven (Match Made in Heaven),Susan Wales,1999,http://images.amazon.com/images/P/1576733939.01.LZZZZZZZ.jpg,272,4.0
081351164X,Hobomok and Other Writings on Indians (American Women Writers Series),Lydia Maria Child,1986,http://images.amazon.com/images/P/081351164X.01.LZZZZZZZ.jpg,368,2.9
025320903X,The Doubtful Strait/El Estrecho Dudoso,Ernesto Cardenal,1995,http://images.amazon.com/images/P/025320903X.01.LZZZZZZZ.jpg,224,3.85
1558851240,Call No Man Master,Tina Juarez,1995,http://images.amazon.com/images/P/1558851240.01.LZZZZZZZ.jpg,395,4.23
1883642000,We So Seldom Look on Love : Stories,BARBARA GOWDY,1998,http://images.amazon.com/images/P/1883642000.01.LZZZZZZZ.jpg,256,4.11
188044853X,The Best of Weird Tales: 1923,Marvin Kaye,1997,http://images.amazon.com/images/P/188044853X.01.LZZZZZZZ.jpg,132,3.73
1585744247,The Voyage of the Armada : The Spanish Story,David Howarth,2001,http://images.amazon.com/images/P/1585744247.01.LZZZZZZZ.jpg,256,3.92
1589971647,Parenting at the Speed of Life,Rick Osborne,2004,http://images.amazon.com/images/P/1589971647.01.LZZZZZZZ.jpg,125,4.0
1561799718,God's Great News for Children,Rick Osborne,2002,http://images.amazon.com/images/P/1561799718.01.LZZZZZZZ.jpg,112,5.0
158860005X,A Fragrance of Friendship (Katia Andreeva Watercolors),Alice Gray,2000,http://images.amazon.com/images/P/158860005X.01.LZZZZZZZ.jpg,64,3.5
080248493X,Teaching Your Child How to Pray,Rick Osborne,2000,http://images.amazon.com/images/P/080248493X.01.LZZZZZZZ.jpg,224,3.71
1852421614,The Orphanage (Mask Noir Series),Hubert Fichte,1990,http://images.amazon.com/images/P/1852421614.01.LZZZZZZZ.jpg,176,3.1
037302584X,Bay Of Angels (Harlequin Romance),Margaret Rome,1983,http://images.amazon.com/images/P/037302584X.01.LZZZZZZZ.jpg,186,3.17
1561799068,Bedtime Bible: Stories to Open Young Hearts to God's Word (Focus on the Family),Rick Osborne,2002,http://images.amazon.com/images/P/1561799068.01.LZZZZZZZ.jpg,448,4.0
1557860068,Sandinistas: The Party and the Revolution,Dennis Gilbert,1988,http://images.amazon.com/images/P/1557860068.01.LZZZZZZZ.jpg,252,4.33
006092182X,A Medieval Home Companion: Housekeeping in the Fourteenth Century,Tania Bayard,1992,http://images.amazon.com/images/P/006092182X.01.LZZZZZZZ.jpg,144,3.75
